Gender,Most Comfortable Language,Location of Secondary School,Science Stream,Type of Qualification Completed,Grades Obtained in Qualification,Frequency of Working with Classmates,Academic Year and Trimester,Year of Birth,English Proficiency,Interest in Studying Computer,Average Studying Hours per Week,CGPA,PROGRAMMING AND PROBLEM SOLVING,SOFTWARE AND REQUIREMENTS,TCP/IP NETWORK FUNDAMENTALS,PROBABILITY AND STATISTICS FOR COMPUTING,OBJECT-ORIENTED APPLICATION DEVELOPMENT,DATABASE SYSTEM FUNDAMENTALS,WEB APPLICATION DEVELOPMENT,SOFTWARE DESIGN,SOFTWARE TESTING,COMPUTER ETHICS AND PROFESSIONAL RESPONSIBILITY,INTRODUCTION TO COMPUTER ORGANISATION AND ARCHITECTURE,HUMAN COMPUTER INTERACTION DESIGN,OPERATING SYSTEMS,PROBLEM SOLVING WITH DATA STRUCTURES AND ALGORITHMS,SOFTWARE PROJECT MANAGEMENT,SOFTWARE CONSTRUCTION AND CONFIGURATION,WIRELESS APPLICATION DEVELOPMENT,ADVANCED WEB APPLICATION DEVELOPMENT,SOFTWARE QUALITY ASSURANCE,SOFTWARE ENTREPRENEURSHIP,PROJECT,MULTIMEDIA TECHNOLOGY,ARTIFICIAL INTELLIGENCE,TEAM PROJECT,PROGRAMMING WITH GAME ENGINES,ADVANCED DATABASE SYSTEMS,CLOUD COMPUTING,DIGITAL IMAGE PROCESSING,FUNDAMENTALS OF CYBERSECURITY,PARALLEL PROCESSING,DATA MINING,TCP/IP NETWORK ROUTING,SERVER CONFIGURATION AND MANAGEMENT,TCP/IP NETWORK APPLICATION DEVELOPMENT,NETWORK SECURITY MANAGEMENT
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly B's,Often,Year 1 Trimester 3,2004,3,4,-4,3.0715,A+,C,A-,B-,B-,C+,B,B,A,A+,B-,A+,A-,B,B,B,C+,A-,C,C+,B,A+,C+,B,B-,B-,A+,B,B+,C,B,B,B+,A+,B-
Male,English,Sabah,Yes,Foundation in Science,Mostly B's,Often,Year 3 Trimester 1,2002,4,5,9,3.6899,A-,A+,A,A,A,B,A+,B,A+,A,A,A,A,A,A+,A+,A,A,A+,B,B-,A-,A+,A+,A+,B,A,A+,A+,B-,A+,C+,A+,A+,A
Female,Chinese,Kedah,No,Foundation in Art,Mostly B's,Never,Year 2 Trimester 3,2002,3,3,3,3.5643,A,A,B-,B,B,B,A+,A+,A,A,A,A,A,A,B,A-,B+,A+,B,A+,A,A,A+,A+,B-,A,A,B,C,B+,A+,B,B-,C,A
Female,Chinese,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Often,Year 1 Trimester 3,2003,3,3,5,3.7926,A,A-,A,A,A,B,A-,A,A+,A,A-,A,A+,A,A+,A-,A+,A+,A+,A-,A,B+,A-,A+,B+,B-,A+,B+,B,A,A+,A-,A+,A-,A
Female,Chinese,Kuala Lumpur,Yes,Foundation in Art,Mostly B's,Never,Year 2 Trimester 3,2002,4,5,3,3.5181,A+,A+,B+,A-,B,B,B,B+,A,A+,A-,A+,A+,A+,A+,B+,C+,B+,A,A+,A+,A,B-,B+,B+,A-,A,B,C+,C,A+,A-,B+,B,A+
Male,Chinese,Malacca,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 3 Trimester 1,2001,4,3,8,2.4618,C,F,C,B-,C,C,A-,C,B+,B-,A+,B,A,A,C,C,F,C,A-,F,C+,F,B-,B,B-,A,A,A-,B-,A,B-,C+,F,B+,C
Female,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Often,Year 1 Trimester 3,2003,3,5,4,3.7726,A,A,A-,A,A,A+,A-,A-,A,A,A,A,A,A,A,B+,A-,A,A,B+,A-,A,B+,A-,A-,A-,A+,A+,B+,B,A+,A-,A,B+,B+
Male,Chinese,Kuala Lumpur,No,Diploma,Mostly A's,Sometimes,Year 3 Trimester 2,2002,3,5,1,3.1315,B,A,C,C,B-,B,A-,A+,B-,A,C,B+,B-,B+,A+,A,B+,B+,B+,A+,B-,A+,A-,A,A-,A-,C,A-,C+,B,B,B,B,C+,C
Female,English,Sabah,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 1,2002,3,4,8,3.6589,A-,B,A+,A+,A-,A-,A-,A-,A+,A,A+,A,A+,A+,A,A-,A-,B+,A,B-,B,A+,C+,A-,A+,A+,A-,B+,A+,A-,A-,A,B+,A,A+
Male,English,Pahang,Yes,Foundation in Science,Mostly C's,Sometimes,Year 2 Trimester 3,2001,4,4,10,3.4022,B-,A-,B,B,A+,A+,B,B+,A+,A-,A-,A+,A+,A-,B-,A-,B-,B,A,B+,B,B,A-,B+,B,A,B,B+,B+,A+,A,A,A-,B,B-
Female,English,Negeri Sembilan,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 3 Trimester 3,2002,4,3,-2,2.4848,C,C+,C,B,C,C,B-,C,B-,A+,C,A,A-,B-,F,B-,B-,C+,A-,C+,A-,A,F,C+,C,B-,C,C,F,C,C+,B-,B+,B,C+
Male,Chinese,Perak,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 3,2001,5,4,15,3.2226,B-,C,B-,B-,B+,B-,B+,A-,A-,B+,B,B,A+,A-,A+,A+,B,C+,C,C,A-,B,A-,A-,B,B,B+,A-,A-,A+,B+,C+,B+,B+,A
Female,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 1,2004,3,3,5,3.6352,B+,A+,A+,A-,B,B+,A,A,A+,A,A,A,A,A,A+,A,A,A+,A,B,A,A,A-,A+,B+,C,A-,B-,B+,B-,B+,A+,C+,B,A+
Female,English,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 2 Trimester 2,2001,3,3,10,3.2656,B-,B+,A,B-,B-,A-,B,B,B-,A,A,A,A,A+,B+,B,B,B,A-,A+,B-,B-,B,A+,A,A,B+,B+,C+,B,B,A-,B-,B,A
Female,Chinese,Kedah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 1 Trimester 3,2001,2,4,1,3.7215,A-,A-,B,B+,A-,B,A,A,A,A+,A,A,A,A,A,A,A+,B,A+,A+,A-,A-,A+,B+,A,A,B+,B+,A-,A+,A-,A-,B-,A+,A+
Male,Chinese,Selangor,No,Diploma,Mostly B's,Very Often,Year 3 Trimester 1,2001,4,4,1,2.9204,B,B,B+,C,F,F,B+,C,B-,A-,B+,B,A+,A,B-,C+,B,B-,B,B-,A,B-,B,C,A-,C+,B,A,B,B,B,A-,A,B,B+
Male,English,Kedah,No,Foundation in Science,Mostly B's,Never,Year 2 Trimester 3,2002,4,4,0,3.5981,A+,A,B+,B+,A-,B-,A,A+,B+,A,B+,A-,B,B+,B-,B,A,A,A+,A+,A+,A+,A+,A,A+,B-,C,A-,B+,A+,A,B+,B,B+,A+
Female,English,Sarawak,Yes,Foundation in Science,Mostly C's,Never,Year 2 Trimester 3,2003,3,4,-4,3.4105,B,A+,B+,A-,B+,C,A-,A-,A-,A,B+,A,A-,A+,B+,A-,B-,B-,B,A,B+,A,A,C+,A+,B-,B-,B+,C+,A-,A,A-,A,A+,B
Male,English,Negeri Sembilan,Yes,UEC (Unified Examination Certificate),Mostly B's,Often,Year 2 Trimester 2,2002,3,4,9,3.8467,A,A+,B,B,A,B+,A,A,A,A,A,A,A,A-,A,A+,A-,A+,A,A,A,A+,A-,A+,A-,A,A+,A,A,A,A-,A,A-,B-,A+
Female,Chinese,Negeri Sembilan,No,Foundation in Science,Mostly B's,Sometimes,Year 1 Trimester 3,2002,3,3,7,3.7497,A-,A,A,A-,B,B,A+,A,A,A,B+,A-,A,A-,A,A+,A-,A+,A+,A,A,A+,B,A,A+,A,A,A,C,A+,B,A+,B,A+,A
Female,English,Kuala Lumpur,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 2,2003,5,4,-6,3.4509,B,A,A-,B,B,B-,B+,B+,B+,A,A-,A,B,B+,A,B,A-,A-,A,A,A-,A-,A-,A-,B+,C+,A+,A,B-,B-,A-,A+,A-,C,A
Female,English,Sabah,Yes,UEC (Unified Examination Certificate),Mostly B's,Often,Year 3 Trimester 1,2002,4,5,8,3.1997,A+,C,C,B,A+,B,B+,B,A-,A,A+,A-,A+,A-,A+,C,A+,B+,B-,A-,F,A-,A+,A+,A+,B,B-,A+,B,A-,A+,A+,A+,B+,B+
Male,English,Pahang,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 2,2003,3,4,11,3.8492,A-,A+,A,A,A,A+,A-,A+,A,A,A-,A+,A,A,A+,B+,A+,A,A+,A+,B+,A-,A,A,B+,A,A+,A-,A,A,A-,A,A,A-,A
Female,English,Selangor,Yes,Foundation in Art,Mostly B's,Sometimes,Year 3 Trimester 3,2004,5,4,11,3.3481,B-,A-,B,A+,B+,B-,A-,A-,B+,A,A-,A,B,A-,B+,B,B-,B,A,A,B,A,B+,A+,A-,B,B,B-,B-,B+,A-,B,B,B+,A
Female,English,Negeri Sembilan,Yes,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 3,2003,5,4,16,3.5537,B,A-,A-,A-,B,A-,A+,A+,A+,B-,A+,A-,B+,A+,A+,A-,B+,A-,B,B+,A-,B+,A-,A+,B,B,A-,B,A,A+,B,A+,A,B-,A-
Male,English,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 3,2003,4,4,4,2.9321,C,B,B,B,B,B-,B-,B-,A-,B-,A+,A-,A-,B,A,B-,B-,B,B-,A,B+,B,B,B-,C,B,B+,F,A,C+,C,B+,C,B+,B
Male,English,Malacca,Yes,Foundation in Art,Mostly C's,Never,Year 3 Trimester 1,2001,3,4,-3,3.3709,B,A-,C+,B-,A-,B,A+,A,A,A,A-,A,A,A+,A,A-,C,B-,A+,A+,B,A+,B,B+,A+,B-,A+,A-,B,B,B-,C+,B-,B+,B+
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly B's,Very Often,Year 3 Trimester 2,2001,4,5,3,3.4132,A-,C,B+,B,A-,B+,B+,B+,A-,A-,A-,A+,A,A+,C,B+,B-,A-,C+,B+,B+,A,A-,B-,A-,B+,B+,A+,A-,A-,A,A,A-,B,B+
Male,Chinese,Negeri Sembilan,Yes,Foundation in Science,Mostly B's,Often,Year 1 Trimester 2,2000,4,4,8,3.687,B-,B,A+,B,A-,B+,A+,A+,A+,B,A-,A,A,A+,A+,B-,A,B,B,A+,A+,A+,B,A+,A+,A,A+,A-,A,B,A,A,A+,A,A
Male,English,Perak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Sometimes,Year 3 Trimester 1,2003,4,4,6,3.7665,A+,A,B+,A,A,B,A-,B+,A+,A,A,A,A,A,A,A,A+,B-,C,B,A,A+,A,B+,A+,A,A,A,A+,A-,A,A+,A-,A+,A+
Female,Chinese,Perak,Yes,Foundation in Art,Mostly B's,Often,Year 3 Trimester 3,2001,4,4,10,3.4563,A-,A+,B,A-,A-,A+,A-,B,A-,A+,A,A,A,A,B-,A+,B+,A-,B,C+,C+,A-,B-,B+,A,A,B-,A+,A-,A,C+,A+,A,B,A
Male,Chinese,Selangor,Yes,UEC (Unified Examination Certificate),Mostly C's,Often,Year 3 Trimester 3,2001,4,5,-5,2.1539,C,B-,C+,B-,C+,C+,C,C,B-,B-,B-,A-,B,C,C,C,C+,C,C,C,B-,B+,C,F,F,F,C+,C+,C+,C,B,C+,C,F,B-
Female,English,Sarawak,Yes,Foundation in Art,Mostly C's,Often,Year 3 Trimester 2,2003,4,4,15,3.3727,A+,B,A+,A,B,B,B+,B-,A-,A-,A+,A,A,A,B+,B+,B+,B,B,C+,C+,B+,B,A+,A-,A,B,B+,A,B,B,B+,A+,A-,A+
Male,Chinese,Johor,No,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Never,Year 3 Trimester 3,2001,5,4,-8,2.952,B,A,B+,A+,B,B+,B,B-,C,B-,A+,A+,B,B+,A+,A-,B+,B-,B-,B-,F,B,B-,B,A+,A+,B+,B+,A-,B+,B,B-,A-,B-,B
Male,English,Sarawak,Yes,Foundation in Science,Mostly C's,Often,Year 3 Trimester 1,2002,3,4,8,3.1018,B+,B+,B+,B+,C,C+,A-,B,B,A+,B,A-,A+,B+,B,B,C,B,A,A,B+,B,B+,C+,A+,B,A-,B+,B+,B-,C+,A-,A,F,C
Male,Chinese,Perak,Yes,Foundation in Art,Mostly C's,Sometimes,Year 3 Trimester 3,2004,4,4,4,2.0396,C+,B-,F,B-,F,C,B-,F,B-,A+,C+,A+,C+,C+,A+,C,C+,C,F,C+,C+,B-,C,B,F,C,C,C+,B-,C,C,C,F,C,C
Male,English,Pahang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Often,Year 3 Trimester 3,2002,4,3,7,1.6456,C,F,F,F,C+,F,C,C+,C,B+,F,F,C+,F,B+,C+,C+,C,F,B-,C+,B+,C,B,C,B-,F,C,F,C,F,C+,C+,C+,F
Female,Chinese,Selangor,Yes,Foundation in Science,Mostly C's,Often,Year 2 Trimester 2,2001,3,5,7,3.2532,B+,B+,C+,A-,B+,F,A,A+,A,A,B,A,A,A,A-,B+,A-,A,A+,A,B,A+,B+,C,B,F,B+,B+,A-,B,B,C+,A-,B,B
Female,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Often,Year 2 Trimester 2,2003,3,5,6,3.442,B+,B,B,B+,B,A+,B,A+,B-,A,A+,A+,A,A+,B-,B-,B+,A-,A,A,A,A+,A+,B-,A-,B+,A-,B,A-,C+,A+,B-,B,B+,B-
Male,Chinese,Johor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 2 Trimester 2,2001,3,3,2,3.7322,B,A,A,A,A-,A-,A+,A,A,A-,A,A,A,A,A,A,B+,A,A,B+,B+,A-,A-,B,A+,B-,A+,B+,A-,A,A+,A+,A,A,B+
Female,English,Sabah,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 2,2003,5,4,3,3.5272,A,A-,B,C+,B+,B-,A+,B+,B,A-,A,A,A,A,B,A-,A,A,A-,A+,B+,A-,B+,C+,B,A+,B+,A-,A+,A,B-,A-,A-,A-,A
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 3,2003,3,4,-2,2.4271,F,B+,B+,B+,F,C+,C+,B,B-,A-,C,B+,B,B+,B-,A,B,F,B,A,B-,A-,F,B-,C+,B-,C+,C+,B,C,F,C,B+,C+,B
Female,English,Selangor,Yes,Foundation in Science,Mostly B's,Never,Year 3 Trimester 1,2003,5,4,4,3.5898,A-,A+,B,A+,B,A-,A+,A-,B,A+,A-,A,A,A,A,B,C,A-,A+,A,B+,A-,A,A-,A+,B+,B+,A+,B+,B,A,A+,B+,A,B
Male,Chinese,Sarawak,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 3,2001,4,5,-3,3.0798,A-,B,B+,B,B+,B,B-,F,B-,B,B,B+,A+,B,A+,C+,A+,B,B,B,B-,B,A,B+,B+,B+,A,A-,A-,B+,A+,C,C,B,A
Male,Chinese,Sarawak,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly C's,Very Often,Year 3 Trimester 1,2002,4,4,-9,2.2678,C,B-,C+,B,B+,B+,F,F,C,C,C,B-,B,C+,F,C,A-,B,C,B-,B,C+,F,C,C,A-,B+,B+,B-,B-,F,C+,B-,C,B
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly A's,Very Often,Year 3 Trimester 2,2003,4,4,12,1.9771,C,F,F,B-,B-,B-,C+,F,C,B,B,C+,C,C,C,B,C,C+,A-,B-,F,B+,C,C,B+,C+,C,C+,C,C,B,C,F,C,B-
Male,Chinese,Kuala Lumpur,No,Foundation in Science,Mostly A's,Sometimes,Year 3 Trimester 2,2003,4,3,11,2.7491,C,B,A+,C,C+,B,B-,C+,B+,B,B-,B-,B,B,B-,C,C,A,B+,C+,B-,B,B,B,B,C,B,B-,C+,B,B+,B,C+,C+,C+
Female,English,Sabah,Yes,Diploma,Mostly A's,Sometimes,Year 3 Trimester 3,2002,5,4,18,3.8603,A,A,A,A,A,A+,A,A-,A+,A,A,A,A,A,A+,A-,A+,A+,A,A+,B+,A,A+,A+,A,B+,A,A,A,A,A+,B,B,A,A
Male,English,Pahang,Yes,Foundation in Art,Mostly A's,Sometimes,Year 3 Trimester 3,2003,4,4,12,3.2473,B+,B-,A-,B+,B+,B-,B+,B,B+,B,C,B+,B-,B-,B,B+,A,A-,B,B+,B+,B+,A,A,B+,B+,B,B,B,B+,A-,B-,A-,A+,B
Female,Chinese,Kuala Lumpur,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 2,2002,4,4,6,3.7293,A-,A,A+,A,B,B-,A,A-,B,A+,A,A,A,A,A,B+,A+,A+,B+,A+,A,A,B+,A,A+,A+,A-,A+,B,A-,B+,B+,A+,A,B+
Female,Chinese,Perak,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 2,2001,4,4,20,3.3448,A+,B+,A+,B-,A-,B+,B,C,B-,B+,A-,A,A+,A,B+,A+,A,A,B+,F,B,F,A,B+,A,B+,B-,A-,A+,A-,A+,A,A+,A+,A+
Male,Chinese,Negeri Sembilan,Yes,Foundation in Art,Mostly A's,Sometimes,Year 3 Trimester 1,2003,4,5,-1,3.4076,A-,A+,B+,B,B+,C,B,B,A-,A,A-,A,B,B+,A-,B-,A,B,A-,B+,B,A+,B,B,A+,A,B+,A-,A+,A,B+,A-,B-,A,B+
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Very Often,Year 3 Trimester 1,2002,3,5,4,2.1822,C+,C+,B-,C+,F,F,B-,A-,C,B+,C+,C,B+,C,B,B,A-,B-,A,A,F,B-,F,B+,C+,C,C,B+,B,C,F,B-,C+,A-,F
Female,Chinese,Kedah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 3 Trimester 1,2002,4,3,4,3.6736,A-,A+,B-,A+,A-,B-,A+,A-,A+,A+,A+,A,A,A-,A-,A-,B,A-,A,A+,A-,A+,A,A-,C+,A,C,A+,B+,A-,A,A+,A,A-,A
Male,Chinese,Penang,No,Foundation in Science,Mostly C's,Sometimes,Year 2 Trimester 2,2003,4,4,-1,2.9842,B-,B,F,F,B-,B-,B-,B,A+,A-,A-,A-,A,A+,B,B,C+,B,B-,B,A-,A-,B+,A,A,B-,C,B,B-,B,A+,B-,B,B-,C
Male,Chinese,Selangor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 1,2002,3,3,3,3.4788,B+,B+,A+,C,B+,C+,A+,A-,A-,B+,A,A,A,A,B+,A,A+,A+,A,A-,A-,C,B-,A,B+,B-,C+,A-,B,B-,B,A+,A,A+,A+
Male,English,Johor,Yes,Foundation in Science,Mostly C's,Often,Year 3 Trimester 1,2003,4,4,16,3.2081,B+,B,C,B+,A-,B-,B,B+,A-,A-,B,B-,B-,C,B+,B-,B-,B+,B+,A,B,A,A+,C+,A,B-,C+,A,A,B,A-,A-,C+,A,A+
Male,Chinese,Kuala Lumpur,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Often,Year 2 Trimester 2,2004,2,4,-6,3.8374,A,A,A,A,A,B+,A,A,A,A,A,A,A,A+,A+,B+,B+,A,A,A,A-,B+,A+,A+,B+,A-,A,A,B+,A+,A+,A+,A,A+,B
Male,English,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Sometimes,Year 3 Trimester 3,2004,5,4,0,2.7778,B-,B-,C,B,B-,B,B+,C+,C,B-,B-,B+,B-,B+,B,B,B,B,C,C+,B,A-,B,B-,C+,B-,B,B-,C+,B,C+,B+,A-,C+,C+
Female,Chinese,Kuala Lumpur,Yes,Foundation in Science,Mostly A's,Sometimes,Year 2 Trimester 2,2001,3,3,15,3.4762,A-,B+,B-,B+,B,C,A-,B+,A+,A-,B,A-,A,A-,A-,B+,B+,B,B+,A-,A-,A,A,B+,A+,A,A-,A,B,B+,A,B,C+,A+,A-
Female,Chinese,Pahang,Yes,Foundation in Science,Mostly B's,Very Often,Year 2 Trimester 1,2004,3,3,14,3.9577,A+,A+,A+,A-,A,A-,A,A,A,A,A,A,A,A,A,A,A-,A+,A,A,A+,A+,A,A,A-,A+,A+,A+,A+,A+,A,A+,A-,A+,A+
Male,Chinese,Selangor,Yes,Foundation in Art,Mostly B's,Very Often,Year 3 Trimester 2,2002,4,4,14,2.9062,B-,C+,A+,C,B-,B+,C,C+,B,B-,C,B+,A-,A-,C,C+,B-,B+,A-,B-,A+,C,C+,A,A-,C+,A,B-,B,C+,A+,B-,B-,C,C
Female,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 3 Trimester 3,2002,4,4,9,2.376,C,B-,C,A+,C,C,C,C,B-,B,B+,B-,B,B,B+,B,C+,C+,C,B,B,B-,B,C,B-,F,B,C,C,B+,F,F,C,C,C+
Male,English,Malacca,Yes,Foundation in Art,Mostly B's,Often,Year 2 Trimester 2,2002,4,4,14,3.3962,B+,A-,B,A-,A+,A+,A,A-,A+,A,A+,B-,A-,A-,A-,A,A-,B+,B,B,C,B,B+,A+,A-,C,B+,B+,A+,B+,A,A-,B,B+,B
Male,Chinese,Sabah,Yes,Foundation in Science,Mostly C's,Very Often,Year 3 Trimester 3,2002,4,4,-3,1.6891,F,B-,F,F,F,F,C,B-,C,B+,F,B-,C,F,B,C+,B-,F,A,B+,B+,B,F,F,C,C+,F,C+,C+,C,C,F,C+,B-,F
Male,Chinese,Selangor,Yes,Diploma,Mostly A's,Very Often,Year 3 Trimester 1,2001,5,3,7,2.7315,B-,C,C+,B-,C+,B-,B,A-,B-,B+,C+,B-,B,B+,C,A,B+,C+,B,C,C+,C,C,A,B,B,B+,B,C,B,B+,C+,B+,C,C+
Female,English,Penang,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Sometimes,Year 2 Trimester 3,2002,4,4,19,3.4334,A+,B+,A+,A-,A-,B-,A-,B+,B+,A-,A+,A,A+,B,A+,B+,B+,A-,C,B+,A,B-,B,B+,B-,A+,F,A+,A-,A+,B,A+,B-,A-,A
Female,Chinese,Sabah,Yes,Foundation in Art,Mostly A's,Often,Year 2 Trimester 3,2002,5,4,12,3.4615,A-,A,A-,A-,B,A+,B+,A+,A,A+,B-,A-,A-,B+,A,B+,B+,B,A,A+,A+,A+,A-,C+,C+,C,B+,A+,B,B+,B+,C,B,A-,A-
Female,Chinese,Penang,Yes,Foundation in Art,Mostly A's,Sometimes,Year 2 Trimester 1,2002,4,3,16,3.7129,B,A,A,A+,B,A+,A-,A+,A+,B+,A+,A,A,A,A+,B,A+,A-,A+,A,A+,A-,A,B,A-,A-,A+,B-,A-,A+,A-,A+,B+,A-,B
Female,English,Pahang,Yes,Foundation in Science,Mostly A's,Often,Year 1 Trimester 3,2003,4,3,-10,3.8354,A+,A,A+,A,A+,B,A+,A,A-,A,A,A,A,A-,B+,A-,A+,A,B+,A,A-,A,A-,A,A+,B-,A+,A-,A+,A+,A+,A+,A+,A,A+
Male,Chinese,Sabah,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Never,Year 2 Trimester 2,2004,3,4,10,3.8523,A-,A,A-,A-,A,A-,A,A,A,A,A+,A,A,A,A+,A+,A+,A,A+,A,A,A-,A+,A,A,A,A,A,A,B-,B+,A+,B+,B,A-
Male,Chinese,Pahang,Yes,Foundation in Science,Mostly B's,Sometimes,Year 1 Trimester 3,2003,4,4,5,3.8545,A,A,A-,A,A,A,A,A,A,A,A,A,A,A,B,A+,A+,B,B+,A,A,B+,A,A+,B+,A,A+,A,A,A+,A,A+,A+,A+,B
Male,English,Malacca,Yes,Foundation in Science,Mostly B's,Sometimes,Year 2 Trimester 1,2004,4,4,1,3.3512,A+,A,B,B-,B+,C,B,B,A,A+,B-,A+,B,B,A-,A-,A+,B-,A+,B,A-,A-,B-,A,B,B,B+,A,A,B+,B+,B-,A+,B-,B-
Male,English,Selangor,Yes,Foundation in Art,Mostly B's,Often,Year 3 Trimester 3,2001,5,4,6,2.5729,C,B-,C+,F,C+,F,A-,B+,B-,B+,B,A,A-,A-,B,A-,C+,C,B+,A+,A-,B+,A,C,B,C,F,F,B,C+,B-,A+,F,B-,F
Male,Chinese,Johor,Yes,Foundation in Science,Mostly B's,Sometimes,Year 3 Trimester 1,2000,4,4,6,2.9913,B,B-,B-,B+,C,C,A-,B+,A-,B,B-,B+,A,B,C,B,C+,C+,B-,A-,C+,B,A-,A+,B,B,A+,C+,B,B,C+,A+,B,A,B
Female,English,Sabah,Yes,Foundation in Science,Mostly B's,Never,Year 2 Trimester 2,2004,4,5,12,3.8892,A,A+,A-,A-,A,B,A,A,A,A,A+,A,A,A,A+,A+,A,A,A+,A-,A+,A-,A+,A,B-,A+,B+,A+,A+,A,A+,A,A+,A+,A
Female,Chinese,Perak,Yes,UEC (Unified Examination Certificate),Mostly B's,Sometimes,Year 2 Trimester 3,2004,3,3,6,3.2025,A-,F,F,B,B-,C,A+,A-,A-,A+,B+,B,A,A,A-,A+,A,A,F,A+,A+,A+,A,F,C,B,A,B+,B,A,B+,B,A+,B+,A+
Male,English,Pahang,Yes,Foundation in Science,Mostly A's,Often,Year 3 Trimester 1,2002,5,5,6,3.55,A+,A+,B,A-,B,B-,B,A+,A+,A-,A-,B,A+,A+,B+,A+,A,B+,A+,A-,A-,A+,A+,B+,B+,A+,C+,C,A+,A+,A+,B+,A+,B,B
Male,English,Sarawak,Yes,Diploma,Mostly B's,Often,Year 3 Trimester 3,2004,5,4,2,2.3272,C,A+,F,C,B,B+,B+,B+,C+,A,C,B-,F,F,A,A+,B-,C+,A-,A-,F,A+,F,B-,C,B,B-,B+,C,C,C,C+,C+,C+,C+
Male,Chinese,Pahang,Yes,Foundation in Science,Mostly A's,Sometimes,Year 1 Trimester 3,2002,5,3,16,3.5678,B,A,B,A-,A-,A-,A,A+,A,A-,B,B,A,A,A,A-,A,B-,B,A-,A,A-,A,B-,A,A+,A-,C+,B,A-,A,B+,B,B,A
Male,Chinese,Selangor,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly A's,Very Often,Year 2 Trimester 2,2004,3,4,2,3.3142,B,A-,A+,B,B+,B,B-,A-,B+,B+,A-,A+,B,B-,B+,B+,B-,B-,A-,A,A-,A,C+,A-,B,B,B-,A-,A-,C+,B+,A,A-,B,A-
Male,Chinese,Pahang,Yes,Foundation in Science,Mostly A's,Often,Year 2 Trimester 3,2003,3,4,2,3.5239,B,A,B-,B-,B+,B+,A+,A,A,A,B+,A,A+,B-,A+,B+,B,A+,A,A+,A+,A-,B,A,B,C+,B-,B,B,B+,B+,B+,A,A+,A
Male,English,Malacca,Yes,STPM (Sijil Tinggi Persekolahan Malaysia),Mostly B's,Often,Year 2 Trimester 2,2004,4,4,-1,3.7074,A,A-,B,B-,A,B-,A,B,A-,A+,A,A+,A+,A,B-,A-,B+,A+,A-,A+,A,A,A+,A,A,A+,A,A-,B-,A,A-,A+,B+,A-,A+
Male,Chinese,Pahang,Yes,Foundation in Science,Mostly A's,Very Often,Year 1 Trimester 3,2003,4,5,12,3.869,A,A,A+,A-,A,A+,A,A+,A,A+,A,B,A+,A,A+,B+,A,A-,A,A,A,A+,B+,A+,A-,A-,A,B+,A+,A,A+,A,A,A,B+
